org_code	domain	group	genus	species
sct	Bacteria	Actinobacteria	Streptomyces	Streptomyces_cattleya_NRRL_8057
scy	Bacteria	Actinobacteria	Streptomyces	Streptomyces_cattleya_NRRL_8057_=_DSM_46488
sfa	Bacteria	Actinobacteria	Streptomyces	Streptomyces_flavogriseus
sbh	Bacteria	Actinobacteria	Streptomyces	Streptomyces_bingchenggensis
shy	Bacteria	Actinobacteria	Streptomyces	Streptomyces_hygroscopicus_subsp._jinggangensis_5008
sho	Bacteria	Actinobacteria	Streptomyces	Streptomyces_hygroscopicus_subsp._jinggangensis_TL01
sve	Bacteria	Actinobacteria	Streptomyces	Streptomyces_venezuelae
sdv	Bacteria	Actinobacteria	Streptomyces	Streptomyces_davawensis
salb	Bacteria	Actinobacteria	Streptomyces	Streptomyces_albus
strp	Bacteria	Actinobacteria	Streptomyces	Streptomyces_sp._PAMC26508
sfi	Bacteria	Actinobacteria	Streptomyces	Streptomyces_fulvissimus
sci	Bacteria	Actinobacteria	Streptomyces	Streptomyces_collinus
ksk	Bacteria	Actinobacteria	Kitasatospora	Kitasatospora_setae
twh	Bacteria	Actinobacteria	Tropheryma	Tropheryma_whipplei_Twist
tws	Bacteria	Actinobacteria	Tropheryma	Tropheryma_whipplei_TW08/27
lxx	Bacteria	Actinobacteria	Leifsonia	Leifsonia_xyli_subsp._xyli_CTCB07
lxy	Bacteria	Actinobacteria	Leifsonia	Leifsonia_xyli_subsp._cynodontis_DSM_46306
cmi	Bacteria	Actinobacteria	Clavibacter	Clavibacter_michiganensis_subsp._michiganensis
cms	Bacteria	Actinobacteria	Clavibacter	Clavibacter_michiganensis_subsp._sepedonicus
cmc	Bacteria	Actinobacteria	Clavibacter	Clavibacter_michiganensis_subsp._nebraskensis
mts	Bacteria	Actinobacteria	Microbacterium	Microbacterium_testaceum
art	Bacteria	Actinobacteria	Arthrobacter	Arthrobacter_sp._FB24
aau	Bacteria	Actinobacteria	Arthrobacter	Arthrobacter_aurescens
ach	Bacteria	Actinobacteria	Arthrobacter	Arthrobacter_chlorophenolicus
aai	Bacteria	Actinobacteria	Arthrobacter	Arthrobacter_arilaitensis
apn	Bacteria	Actinobacteria	Arthrobacter	Arthrobacter_phenanthrenivorans
arr	Bacteria	Actinobacteria	Arthrobacter	Arthrobacter_sp._Rue61a
rsa	Bacteria	Actinobacteria	Renibacterium	Renibacterium_salmoninarum
krh	Bacteria	Actinobacteria	Kocuria	Kocuria_rhizophila
mlu	Bacteria	Actinobacteria	Micrococcus	Micrococcus_luteus
rmu	Bacteria	Actinobacteria	Rothia	Rothia_mucilaginosa
rdn	Bacteria	Actinobacteria	Rothia	Rothia_dentocariosa
bcv	Bacteria	Actinobacteria	Beutenbergia	Beutenbergia_cavernae
bfa	Bacteria	Actinobacteria	Brachybacterium	Brachybacterium_faecium
jde	Bacteria	Actinobacteria	Jonesia	Jonesia_denitrificans
kse	Bacteria	Actinobacteria	Kytococcus	Kytococcus_sedentarius
xce	Bacteria	Actinobacteria	Xylanimonas	Xylanimonas_cellulosilytica
iva	Bacteria	Actinobacteria	Isoptericola	Isoptericola_variabilis
ske	Bacteria	Actinobacteria	Sanguibacter	Sanguibacter_keddieii
cfl	Bacteria	Actinobacteria	Cellulomonas	Cellulomonas_flavigena
cfi	Bacteria	Actinobacteria	Cellulomonas	Cellulomonas_fimi
cga	Bacteria	Actinobacteria	Cellulomonas	Cellvibrio_gilvus
ica	Bacteria	Actinobacteria	Intrasporangium	Intrasporangium_calvum
pac	Bacteria	Actinobacteria	Propionibacterium	Propionibacterium_acnes_KPA171202
pak	Bacteria	Actinobacteria	Propionibacterium	Propionibacterium_acnes_SK137
pav	Bacteria	Actinobacteria	Propionibacterium	Propionibacterium_acnes_TypeIA2_P.acn17
pax	Bacteria	Actinobacteria	Propionibacterium	Propionibacterium_acnes_TypeIA2_P.acn31
paz	Bacteria	Actinobacteria	Propionibacterium	Propionibacterium_acnes_TypeIA2_P.acn33
paw	Bacteria	Actinobacteria	Propionibacterium	Propionibacterium_acnes_266
pad	Bacteria	Actinobacteria	Propionibacterium	Propionibacterium_acnes_ATCC_11828
pcn	Bacteria	Actinobacteria	Propionibacterium	Propionibacterium_acnes_6609
pacc	Bacteria	Actinobacteria	Propionibacterium	Propionibacterium_acnes_C1
pach	Bacteria	Actinobacteria	Propionibacterium	Propionibacterium_acnes_HL096PA1
pfr	Bacteria	Actinobacteria	Propionibacterium	Propionibacterium_freudenreichii
ppc	Bacteria	Actinobacteria	Propionibacterium	Propionibacterium_propionicum
pbo	Bacteria	Actinobacteria	Propionibacterium	Propionibacterium_acidipropionici
pra	Bacteria	Actinobacteria	Propionibacterium	Propionibacterium_avidum
mph	Bacteria	Actinobacteria	Microlunatus	Microlunatus_phosphovorus
nca	Bacteria	Actinobacteria	Nocardioides	Nocardioides_sp._JS614
kfl	Bacteria	Actinobacteria	Kribbella	Kribbella_flavida
tfu	Bacteria	Actinobacteria	Thermobifida	Thermobifida_fusca
nda	Bacteria	Actinobacteria	Nocardiopsis	Nocardiopsis_dassonvillei
nal	Bacteria	Actinobacteria	Nocardiopsis	Nocardiopsis_alba
tcu	Bacteria	Actinobacteria	Thermomonospora	Thermomonospora_curvata
sro	Bacteria	Actinobacteria	Streptosporangium	Streptosporangium_roseum
fra	Bacteria	Actinobacteria	Frankia	Frankia_sp._CcI3
fre	Bacteria	Actinobacteria	Frankia	Frankia_sp._EAN1pec
fri	Bacteria	Actinobacteria	Frankia	Frankia_sp._EuI1c
fal	Bacteria	Actinobacteria	Frankia	Frankia_alni
fsy	Bacteria	Actinobacteria	Frankia	Frankia_symbiont
ace	Bacteria	Actinobacteria	Acidothermus	Acidothermus_cellulolyticus
nml	Bacteria	Actinobacteria	Nakamurella	Nakamurella_multipartita
gob	Bacteria	Actinobacteria	Geodermatophilus	Geodermatophilus_obscurus
bsd	Bacteria	Actinobacteria	Blastococcus	Blastococcus_saxobsidens
mmar	Bacteria	Actinobacteria	Modestobacter	Modestobacter_marinus
kra	Bacteria	Actinobacteria	Kineococcus	Kineococcus_radiotolerans
sen	Bacteria	Actinobacteria	Saccharopolyspora	Saccharopolyspora_erythraea
svi	Bacteria	Actinobacteria	Saccharomonospora	Saccharomonospora_viridis
tbi	Bacteria	Actinobacteria	Thermobispora	Thermobispora_bispora
amd	Bacteria	Actinobacteria	Amycolatopsis	Amycolatopsis_mediterranei_U32
amn	Bacteria	Actinobacteria	Amycolatopsis	Amycolatopsis_mediterranei_S699
amm	Bacteria	Actinobacteria	Amycolatopsis	Amycolatopsis_mediterranei_S699
amz	Bacteria	Actinobacteria	Amycolatopsis	Amycolatopsis_mediterranei_RB
aoi	Bacteria	Actinobacteria	Amycolatopsis	Amycolatopsis_orientalis
pdx	Bacteria	Actinobacteria	Pseudonocardia	Pseudonocardia_dioxanivorans
ami	Bacteria	Actinobacteria	Actinosynnema	Actinosynnema_mirum
sesp	Bacteria	Actinobacteria	Saccharothrix	Saccharothrix_espanaensis
stp	Bacteria	Actinobacteria	Salinispora	Salinispora_tropica
saq	Bacteria	Actinobacteria	Salinispora	Salinispora_arenicola
mau	Bacteria	Actinobacteria	Micromonospora	Micromonospora_aurantiaca
mil	Bacteria	Actinobacteria	Micromonospora	Micromonospora_sp._L5
vma	Bacteria	Actinobacteria	Verrucosispora	Verrucosispora_maris
ams	Bacteria	Actinobacteria	Actinoplanes	Actinoplanes_missouriensis
ase	Bacteria	Actinobacteria	Actinoplanes	Actinoplanes_sp._SE50/110
actn	Bacteria	Actinobacteria	Actinoplanes	Actinoplanes_sp._N902-109
afs	Bacteria	Actinobacteria	Actinoplanes	Actinoplanes_friuliensis
cai	Bacteria	Actinobacteria	Catenulispora	Catenulispora_acidiphila
sna	Bacteria	Actinobacteria	Stackebrandtia	Stackebrandtia_nassauensis
ahe	Bacteria	Actinobacteria	Arcanobacterium	Arcanobacterium_haemolyticum
mcu	Bacteria	Actinobacteria	Mobiluncus	Mobiluncus_curtisii
blo	Bacteria	Actinobacteria	Bifidobacterium	Bifidobacterium_longum_NCC2705
blj	Bacteria	Actinobacteria	Bifidobacterium	Bifidobacterium_longum_DJO10A
bln	Bacteria	Actinobacteria	Bifidobacterium	Bifidobacterium_longum_subsp._infantis_ATCC_15697_(JGI)
blon	Bacteria	Actinobacteria	Bifidobacterium	Bifidobacterium_longum_subsp._infantis_ATCC_15697_(Tokyo)
blf	Bacteria	Actinobacteria	Bifidobacterium	Bifidobacterium_longum_subsp._infantis_157F
bll	Bacteria	Actinobacteria	Bifidobacterium	Bifidobacterium_longum_subsp._longum_JDM301
blb	Bacteria	Actinobacteria	Bifidobacterium	Bifidobacterium_longum_subsp._longum_BBMN68
blm	Bacteria	Actinobacteria	Bifidobacterium	Bifidobacterium_longum_subsp._longum_JCM_1217
blk	Bacteria	Actinobacteria	Bifidobacterium	Bifidobacterium_longum_subsp._longum_KACC_91563
blg	Bacteria	Actinobacteria	Bifidobacterium	Bifidobacterium_longum_subsp._longum_F8
bad	Bacteria	Actinobacteria	Bifidobacterium	Bifidobacterium_adolescentis
bla	Bacteria	Actinobacteria	Bifidobacterium	Bifidobacterium_animalis_subsp._lactis_AD011
blc	Bacteria	Actinobacteria	Bifidobacterium	Bifidobacterium_animalis_subsp._lactis_Bl-04
blt	Bacteria	Actinobacteria	Bifidobacterium	Bifidobacterium_animalis_subsp._lactis_DSM_10140
bbb	Bacteria	Actinobacteria	Bifidobacterium	Bifidobacterium_animalis_subsp._lactis_BB-12
bbc	Bacteria	Actinobacteria	Bifidobacterium	Bifidobacterium_animalis_subsp._lactis_BLC1
bnm	Bacteria	Actinobacteria	Bifidobacterium	Bifidobacterium_animalis_subsp._lactis_CNCM_I-2494
blv	Bacteria	Actinobacteria	Bifidobacterium	Bifidobacterium_animalis_subsp._lactis_V9
blw	Bacteria	Actinobacteria	Bifidobacterium	Bifidobacterium_animalis_subsp._lactis_B420
bls	Bacteria	Actinobacteria	Bifidobacterium	Bifidobacterium_animalis_subsp._lactis_Bi-07
bani	Bacteria	Actinobacteria	Bifidobacterium	Bifidobacterium_animalis_subsp._lactis_Bl12
banl	Bacteria	Actinobacteria	Bifidobacterium	Bifidobacterium_animalis_subsp._lactis_ATCC_27673
bni	Bacteria	Actinobacteria	Bifidobacterium	Bifidobacterium_animalis_subsp._animalis_ATCC_25527
bde	Bacteria	Actinobacteria	Bifidobacterium	Bifidobacterium_dentium
bbi	Bacteria	Actinobacteria	Bifidobacterium	Bifidobacterium_bifidum_S17
bbp	Bacteria	Actinobacteria	Bifidobacterium	Bifidobacterium_bifidum_PRL2010
bbf	Bacteria	Actinobacteria	Bifidobacterium	Bifidobacterium_bifidum_BGN4
bbv	Bacteria	Actinobacteria	Bifidobacterium	Bifidobacterium_breve_ACS-071-V-Sch8b
bbru	Bacteria	Actinobacteria	Bifidobacterium	Bifidobacterium_breve_UCC2003
bast	Bacteria	Actinobacteria	Bifidobacterium	Bifidobacterium_asteroides
btp	Bacteria	Actinobacteria	Bifidobacterium	Bifidobacterium_thermophilum
gva	Bacteria	Actinobacteria	Gardnerella	Gardnerella_vaginalis_409-05
gvg	Bacteria	Actinobacteria	Gardnerella	Gardnerella_vaginalis_ATCC_14019
gvh	Bacteria	Actinobacteria	Gardnerella	Gardnerella_vaginalis_HMP9231
rxy	Bacteria	Actinobacteria	Rubrobacter	Rubrobacter_xylanophilus
cwo	Bacteria	Actinobacteria	Conexibacter	Conexibacter_woesei
afo	Bacteria	Actinobacteria	Acidimicrobium	Acidimicrobium_ferrooxidans_DSM_10331
aym	Bacteria	Actinobacteria	Ilumatobacter	Ilumatobacter_coccineum
ccu	Bacteria	Actinobacteria	Cryptobacterium	Cryptobacterium_curtum
shi	Bacteria	Actinobacteria	Slackia	Slackia_heliotrinireducens
apv	Bacteria	Actinobacteria	Atopobium	Atopobium_parvulum
ele	Bacteria	Actinobacteria	Eggerthella	Eggerthella_lenta
eyy	Bacteria	Actinobacteria	Eggerthella	Eggerthella_sp._YY7918
ols	Bacteria	Actinobacteria	Olsenella	Olsenella_uli
cgo	Bacteria	Actinobacteria	Coriobacterium	Coriobacterium_glomerans
gpa	Bacteria	Actinobacteria	Gordonibacter	Gordonibacter_pamelaeae
aeq	Bacteria	Actinobacteria	Adlercreutzia	Adlercreutzia_equolifaciens
ctr	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_D/UW-3/CX
ctd	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_D-EC
ctf	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_D-LC
ctrd	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_D/SotonD1
ctro	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_D/SotonD5
ctrt	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_D/SotonD6
cta	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_A/HAR-13
cty	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_A2497
cra	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_A2497
ctrq	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_A/363
ctrx	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_A/5291
ctrz	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_A/7249
ctrp	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_L1/1322/p2
ctlj	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_L1/115
ctlx	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_L1/224
ctll	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_L1/440/LN
ctb	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_L2/434/Bu
ctrr	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_L2/25667R
ctlf	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_L2/434/Bu(f)
ctli	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_L2/434/Bu(i)
ctl	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_L2b/UCH-1/proctitis
ctru	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_L2b/UCH-2
ctrl	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_L2b/LST
ctrv	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_L2b/CV204
ctrm	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_L2b/Ams1
ctla	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_L2b/Ams2
ctlm	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_L2b/Ams3
ctls	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_L2b/Ams4
ctlz	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_L2b/Ams5
ctlc	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_L2b/Canada1
ctln	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_L2b/Canada2
ctlb	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_L2b/795
ctlq	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_L2b/8200/07
cto	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_L2c
ctrn	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_L3/404/LN
ctj	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_B/Jali20/OT
ctz	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_B/TZ1A828/OT
ctg	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_E/11023
ctk	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_E/150
csw	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_Sweden2
ces	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_E/SW3
ctrb	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_E/Bour
ctre	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_E/SotonE4
ctrs	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_E/SotonE8
cfs	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_F/SW4
cfw	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_F/SW5
ctrf	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_F/SotonF3
ctch	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_F/11-96
ctn	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_G/11074
ctq	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_G/11222
ctv	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_G/9301
ctw	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_G/9768
ctrg	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_G/SotonG1
ctri	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_IU824
ctra	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_IU888
ctrh	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_Ia/SotonIa1
ctrj	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_Ia/SotonIa3
ctrk	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_K/SotonK1
ctjt	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_J/6276tet1
ctcf	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_RC-F/69
ctfs	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_RC-F(s)/342
cthf	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_RC-F(s)/852
ctcj	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_RC-J/943
cthj	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_RC-J/953
ctmj	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_RC-J/966
cttj	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_RC-J/971
ctjs	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_RC-J(s)/122
ctrc	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_RC-L2/55
ctrw	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_RC-L2(s)/3
ctry	Bacteria	Chlamydiae	Chlamydia	Chlamydia_trachomatis_RC-L2(s)/46
cmu	Bacteria	Chlamydiae	Chlamydia	Chlamydia_muridarum
cpn	Bacteria	Chlamydiae	Chlamydia	Chlamydia_pneumoniae_CWL029
cpa	Bacteria	Chlamydiae	Chlamydia	Chlamydia_pneumoniae_AR39
cpj	Bacteria	Chlamydiae	Chlamydia	Chlamydia_pneumoniae_J138
cpt	Bacteria	Chlamydiae	Chlamydia	Chlamydia_pneumoniae_TW183
clp	Bacteria	Chlamydiae	Chlamydia	Chlamydia_pneumoniae_LPCoLN
cpm	Bacteria	Chlamydiae	Chlamydia	Chlamydia_pecorum_E58
cpec	Bacteria	Chlamydiae	Chlamydia	Chlamydia_pecorum_P787
cpeo	Bacteria	Chlamydiae	Chlamydia	Chlamydia_pecorum_PV3056/3
cper	Bacteria	Chlamydiae	Chlamydia	Chlamydia_pecorum_W73
chp	Bacteria	Chlamydiae	Chlamydia	Chlamydia_psittaci_6BC
chb	Bacteria	Chlamydiae	Chlamydia	Chlamydia_psittaci_6BC
chs	Bacteria	Chlamydiae	Chlamydia	Chlamydia_psittaci_01DC11
chi	Bacteria	Chlamydiae	Chlamydia	Chlamydia_psittaci_02DC15
cht	Bacteria	Chlamydiae	Chlamydia	Chlamydia_psittaci_08DC60
chc	Bacteria	Chlamydiae	Chlamydia	Chlamydia_psittaci_C19/98
chr	Bacteria	Chlamydiae	Chlamydia	Chlamydia_psittaci_RD1
cpsc	Bacteria	Chlamydiae	Chlamydia	Chlamydia_psittaci_CP3
cpsn	Bacteria	Chlamydiae	Chlamydia	Chlamydia_psittaci_NJ1
cpsb	Bacteria	Chlamydiae	Chlamydia	Chlamydia_psittaci_84/55
cpsg	Bacteria	Chlamydiae	Chlamydia	Chlamydia_psittaci_GR9
cpsm	Bacteria	Chlamydiae	Chlamydia	Chlamydia_psittaci_M56
cpsi	Bacteria	Chlamydiae	Chlamydia	Chlamydia_psittaci_MN
cpsv	Bacteria	Chlamydiae	Chlamydia	Chlamydia_psittaci_VS225
cpsw	Bacteria	Chlamydiae	Chlamydia	Chlamydia_psittaci_WC
cpst	Bacteria	Chlamydiae	Chlamydia	Chlamydia_psittaci_WS/RT/E30
cpsd	Bacteria	Chlamydiae	Chlamydia	Chlamydia_psittaci_01DC12
cpsa	Bacteria	Chlamydiae	Chlamydia	Chlamydophila_psittaci_Mat116
cca	Bacteria	Chlamydiae	Chlamydophila	Chlamydophila_caviae
cab	Bacteria	Chlamydiae	Chlamydophila	Chlamydophila_abortus
cfe	Bacteria	Chlamydiae	Chlamydophila	Chlamydophila_felis
pcu	Bacteria	Chlamydiae	Protochlamydia	Candidatus_Protochlamydia_amoebophila
puv	Bacteria	Chlamydiae	Parachlamydia	Parachlamydia_acanthamoebae
wch	Bacteria	Chlamydiae	Waddlia	Waddlia_chondrophila
sng	Bacteria	Chlamydiae	Simkania	Simkania_negevensis
ote	Bacteria	Verrucomicrobia	Opitutus	Opitutus_terrae
caa	Bacteria	Verrucomicrobia	Coraliomargarita	Coraliomargarita_akajimensis
min	Bacteria	Verrucomicrobia	Methylacidiphilum	Methylacidiphilum_infernorum
amu	Bacteria	Verrucomicrobia	Akkermansia	Akkermansia_muciniphila
bbu	Bacteria	Spirochaetes	Borrelia	Borrelia_burgdorferi_B31
bbz	Bacteria	Spirochaetes	Borrelia	Borrelia_burgdorferi_ZS7
bbn	Bacteria	Spirochaetes	Borrelia	Borrelia_burgdorferi_N40
bbj	Bacteria	Spirochaetes	Borrelia	Borrelia_burgdorferi_JD1
bbur	Bacteria	Spirochaetes	Borrelia	Borrelia_burgdorferi_CA382
bga	Bacteria	Spirochaetes	Borrelia	Borrelia_garinii_PBi
bgb	Bacteria	Spirochaetes	Borrelia	Borrelia_garinii_BgVir
bgn	Bacteria	Spirochaetes	Borrelia	Borrelia_garinii_NMJW1
baf	Bacteria	Spirochaetes	Borrelia	Borrelia_afzelii_(FLI)
bafz	Bacteria	Spirochaetes	Borrelia	Borrelia_afzelii_(Maryland)
bafh	Bacteria	Spirochaetes	Borrelia	Borrelia_afzelii_HLJ01
bbs	Bacteria	Spirochaetes	Borrelia	Borrelia_bissettii
btu	Bacteria	Spirochaetes	Borrelia	Borrelia_turicatae
bhr	Bacteria	Spirochaetes	Borrelia	Borrelia_hermsii
bdu	Bacteria	Spirochaetes	Borrelia	Borrelia_duttonii
bre	Bacteria	Spirochaetes	Borrelia	Borrelia_recurrentis
bcw	Bacteria	Spirochaetes	Borrelia	Borrelia_crocidurae
bmo	Bacteria	Spirochaetes	Borrelia	Borrelia_miyamotoi
tpa	Bacteria	Spirochaetes	Treponema	Treponema_pallidum_subsp._pallidum_Nichols
tpw	Bacteria	Spirochaetes	Treponema	Treponema_pallidum_subsp._pallidum_Nichols
tpp	Bacteria	Spirochaetes	Treponema	Treponema_pallidum_subsp._pallidum_SS14
tpu	Bacteria	Spirochaetes	Treponema	Treponema_pallidum_subsp._pallidum_DAL-1
tph	Bacteria	Spirochaetes	Treponema	Treponema_pallidum_subsp._pallidum_Chicago
tpo	Bacteria	Spirochaetes	Treponema	Treponema_pallidum_subsp._pallidum_Mexico_A
tpc	Bacteria	Spirochaetes	Treponema	Treponema_pallidum_subsp._pertenue_CDC2
tpg	Bacteria	Spirochaetes	Treponema	Treponema_pallidum_subsp._pertenue_Gauthier
tpm	Bacteria	Spirochaetes	Treponema	Treponema_pallidum_subsp._pertenue_SamoaD
tpb	Bacteria	Spirochaetes	Treponema	Treponema_pallidum_Fribourg-Blanc
tde	Bacteria	Spirochaetes	Treponema	Treponema_denticola
tsu	Bacteria	Spirochaetes	Treponema	Treponema_succinifaciens
tbe	Bacteria	Spirochaetes	Treponema	Treponema_brennaborense
taz	Bacteria	Spirochaetes	Treponema	Treponema_azotonutricium
tpi	Bacteria	Spirochaetes	Treponema	Treponema_primitia
tpl	Bacteria	Spirochaetes	Treponema	Treponema_paraluiscuniculi
tped	Bacteria	Spirochaetes	Treponema	Treponema_pedis
ssm	Bacteria	Spirochaetes	Spirochaeta	Spirochaeta_smaragdinae
sta	Bacteria	Spirochaetes	Spirochaeta	Spirochaeta_thermophila_DSM_6192
stq	Bacteria	Spirochaetes	Spirochaeta	Spirochaeta_thermophila_DSM_6578
scd	Bacteria	Spirochaetes	Spirochaeta	Spirochaeta_caldaria_DSM_7334
sfc	Bacteria	Spirochaetes	Spirochaeta	Spirochaeta_africana
scc	Bacteria	Spirochaetes	Spirochaeta	Spirochaeta_coccoides
lil	Bacteria	Spirochaetes	Leptospira	Leptospira_interrogans_serovar_Lai_56601
lie	Bacteria	Spirochaetes	Leptospira	Leptospira_interrogans_serovar_Lai_IPAV
lic	Bacteria	Spirochaetes	Leptospira	Leptospira_interrogans_serovar_Copenhageni
lbj	Bacteria	Spirochaetes	Leptospira	Leptospira_borgpetersenii_JB197
lbl	Bacteria	Spirochaetes	Leptospira	Leptospira_borgpetersenii_L550
lbi	Bacteria	Spirochaetes	Leptospira	Leptospira_biflexa_serovar_Patoc_Patoc_1_(Paris)
lbf	Bacteria	Spirochaetes	Leptospira	Leptospira_biflexa_serovar_Patoc_Patoc_1_(Ames)
tpx	Bacteria	Spirochaetes	Turneriella	Turneriella_parva
bhy	Bacteria	Spirochaetes	Brachyspira	Brachyspira_hyodysenteriae
brm	Bacteria	Spirochaetes	Brachyspira	Brachyspira_murdochii
bpo	Bacteria	Spirochaetes	Brachyspira	Brachyspira_pilosicoli_95/1000
bpj	Bacteria	Spirochaetes	Brachyspira	Brachyspira_pilosicoli_B2904
bpip	Bacteria	Spirochaetes	Brachyspira	Brachyspira_pilosicoli_P43/6/78
bpw	Bacteria	Spirochaetes	Brachyspira	Brachyspira_pilosicoli_WesB
bip	Bacteria	Spirochaetes	Brachyspira	Brachyspira_intermedia
sbu	Bacteria	Spirochaetes	Sphaerochaeta	Spirochaeta_sp._Buddy
sgp	Bacteria	Spirochaetes	Sphaerochaeta	Sphaerochaeta_pleomorpha_Grapes
aba	Bacteria	Acidobacteria	Koribacter	Candidatus_Koribacter_versatilis
aca	Bacteria	Acidobacteria	Acidobacterium	Acidobacterium_capsulatum
acm	Bacteria	Acidobacteria	Granulicella	Granulicella_tundricola
gma	Bacteria	Acidobacteria	Granulicella	Granulicella_mallensis
tsa	Bacteria	Acidobacteria	Terriglobus	Terriglobus_saanensis
trs	Bacteria	Acidobacteria	Terriglobus	Terriglobus_roseus
sus	Bacteria	Acidobacteria	Solibacter	Candidatus_Solibacter_usitatus
ctm	Bacteria	Acidobacteria	Chloracidobacterium	Candidatus_Chloracidobacterium_thermophilum_B
fsu	Bacteria	Fibrobacteres	Fibrobacter	Fibrobacter_succinogenes
fsc	Bacteria	Fibrobacteres	Fibrobacter	Fibrobacter_succinogenes
emi	Bacteria	Elusimicrobia	Elusimicrobium	Elusimicrobium_minutum
rsd	Bacteria	Elusimicrobia	Termite_group_1	Uncultured_Termite_group_1_bacterium_phylotype_Rs-D17
fnu	Bacteria	Fusobacteria	Fusobacterium	Fusobacterium_nucleatum_subsp._nucleatum_ATCC_25586
